order_item_id,order_id,product_id,quantity,discount_pct,line_total
216,92,2,2,0,119.98
217,92,3,2,20,31.98
218,93,23,2,20,207.98
219,93,14,3,0,299.97
220,94,3,3,0,59.97
221,94,24,1,0,17.99
222,95,5,3,0,449.97
223,95,16,3,10,121.47
224,95,11,2,20,43.18
225,95,4,1,10,22.49
226,96,2,1,10,53.99
227,97,20,1,0,19.99
228,97,13,1,20,63.99
229,98,12,2,0,37.98
230,98,1,1,10,35.99
231,98,10,3,20,107.98
232,99,17,2,0,69.98
233,99,11,1,0,26.99
234,99,4,1,0,24.99
235,99,6,2,0,69.98
236,100,21,1,20,26.39
237,100,10,1,0,44.99
238,100,23,1,10,116.99
239,100,20,2,0,39.98
240,101,21,2,0,65.98
241,102,14,2,0,199.98
242,102,7,1,0,29.99
243,102,8,2,20,143.98
244,103,1,2,0,79.98
245,103,12,3,0,56.97
246,103,8,2,10,161.98
247,103,17,1,20,27.99
248,104,5,2,15,254.98
249,105,11,2,0,53.98
250,105,6,2,0,69.98
251,105,19,3,0,83.97
252,106,5,1,0,149.99
253,106,21,2,0,65.98
254,106,13,2,0,159.98
255,106,24,3,15,45.87
256,107,21,2,0,65.98
257,107,9,1,0,22.99
258,107,18,1,10,13.49
259,107,6,3,0,104.97
260,108,19,2,0,55.98
261,109,21,3,15,84.12
262,109,12,2,0,37.98
263,109,6,1,10,31.49
264,109,8,2,10,161.98
265,110,5,3,0,449.97
266,111,4,1,0,24.99
267,112,7,2,10,53.98
268,112,13,2,0,159.98
269,112,4,3,0,74.97
270,113,6,3,10,94.47
271,113,10,1,0,44.99
272,113,1,2,20,63.98
273,113,22,2,20,35.18
274,114,4,1,0,24.99
275,114,7,3,0,89.97
276,114,20,1,0,19.99
277,115,11,1,0,26.99
278,116,3,3,0,59.97
279,116,12,2,0,37.98
280,117,7,3,0,89.97
281,117,9,2,0,45.98
282,117,6,3,0,104.97
283,117,22,1,20,17.59
284,118,14,2,10,179.98
285,118,20,3,0,59.97
286,118,24,1,0,17.99
287,118,9,2,15,39.08
288,119,19,3,15,71.37
289,119,14,3,20,239.98
290,119,10,3,0,134.97
291,120,14,1,0,99.99
292,120,6,3,0,104.97
293,120,12,1,10,17.09
294,121,23,2,0,259.98
295,122,18,2,0,29.98
296,122,3,1,0,19.99
297,123,19,3,0,83.97
298,124,7,2,0,59.98
299,124,2,2,0,119.98
300,124,16,1,0,44.99
301,125,8,1,10,80.99
302,125,19,3,20,67.18
303,125,1,2,0,79.98
304,125,10,2,0,89.98
305,126,11,3,0,80.97
306,127,24,2,0,35.98
307,127,10,3,10,121.47
308,127,9,2,10,41.38
309,127,11,2,0,53.98
310,128,12,3,0,56.97
311,129,5,1,20,119.99
312,130,8,3,20,215.98
313,130,6,2,15,59.48
314,130,3,3,20,47.98
315,130,7,3,15,76.47
316,131,3,3,10,53.97
317,131,9,2,0,45.98
318,131,11,1,20,21.59
319,132,5,3,0,449.97
320,132,19,1,0,27.99
321,132,14,1,0,99.99
322,133,8,3,0,269.97
323,133,3,3,15,50.97
324,133,9,1,10,20.69
325,133,10,3,15,114.72
326,134,2,1,0,59.99
327,134,7,2,0,59.98
328,134,1,1,0,39.99
329,134,22,3,10,59.37
330,135,23,1,15,110.49
331,135,15,1,20,51.99
332,135,21,1,20,26.39
333,136,13,1,0,79.99
334,136,7,1,10,26.99
335,137,5,2,15,254.98
336,138,15,1,0,64.99
337,139,12,1,0,18.99
338,139,9,1,0,22.99
339,139,4,3,0,74.97
340,139,18,2,0,29.98
341,140,21,2,10,59.38
342,141,13,3,0,239.97
343,141,6,3,0,104.97
344,142,4,1,0,24.99
345,142,8,1,0,89.99
346,143,8,3,0,269.97
347,143,20,2,0,39.98
348,143,23,3,15,331.47
349,144,12,2,10,34.18
350,144,21,2,10,59.38
351,145,24,1,0,17.99
352,145,10,1,0,44.99
353,145,23,2,15,220.98
354,145,8,1,20,71.99
355,146,1,1,0,39.99
356,146,6,1,0,34.99
357,146,9,2,0,45.98
358,147,19,3,20,67.18
359,148,5,1,0,149.99
360,148,4,3,0,74.97
361,149,22,2,0,43.98
362,149,16,2,0,89.98
363,149,9,2,15,39.08
364,150,5,2,15,254.98
365,151,16,3,10,121.47
366,151,1,2,0,79.98
367,151,8,3,0,269.97
368,152,21,2,20,52.78
369,152,22,3,0,65.97
370,152,18,3,0,44.97
371,153,9,3,0,68.97
372,153,10,2,15,76.48
373,153,7,1,0,29.99
374,153,2,2,0,119.98
375,154,4,3,0,74.97
376,154,1,3,0,119.97
377,154,16,2,10,80.98
378,155,10,1,0,44.99
379,155,3,3,0,59.97
380,155,1,2,0,79.98
381,155,15,2,0,129.98
382,156,5,3,10,404.97
383,156,12,3,0,56.97
384,156,10,1,10,40.49
385,157,10,1,0,44.99
386,158,14,2,0,199.98
387,158,13,1,0,79.99
388,158,4,3,15,63.72
389,158,9,3,0,68.97
390,159,14,1,0,99.99
391,159,18,1,0,14.99
392,160,13,1,0,79.99
393,160,14,2,10,179.98
394,161,14,1,20,79.99
395,161,15,2,0,129.98
396,161,1,1,10,35.99
397,161,18,2,10,26.98
398,162,20,3,15,50.97
399,162,18,1,10,13.49
400,163,15,3,0,194.97
401,164,21,3,0,98.97
402,164,4,2,0,49.98
403,164,11,3,0,80.97
404,165,23,1,0,129.99
405,166,5,1,0,149.99
406,166,8,2,10,161.98
407,166,22,1,15,18.69
408,166,21,3,10,89.07
409,167,20,3,0,59.97
410,167,4,1,0,24.99
411,168,2,2,20,95.98
412,168,4,1,15,21.24
413,168,10,3,0,134.97
414,168,13,3,10,215.97
415,169,14,1,10,89.99
416,170,6,3,10,94.47
417,170,17,1,0,34.99
418,171,19,2,0,55.98
419,172,15,2,15,110.48
420,173,19,2,0,55.98
421,174,2,3,0,179.97
422,174,12,1,20,15.19
423,174,5,2,0,299.98
424,174,15,3,0,194.97
425,175,17,1,0,34.99
426,175,3,3,0,59.97
427,175,6,2,10,62.98
428,175,21,1,0,32.99
429,176,13,1,0,79.99
430,176,16,3,10,121.47
431,176,20,3,0,59.97
432,176,22,3,0,65.97
433,177,3,1,0,19.99
434,177,2,3,0,179.97
435,177,1,3,0,119.97
436,177,24,1,20,14.39
437,178,24,2,20,28.78
438,178,13,1,10,71.99
439,179,15,2,10,116.98
440,180,11,3,0,80.97
441,180,4,1,20,19.99
442,181,22,3,0,65.97
443,181,10,3,15,114.72
444,181,8,1,0,89.99
445,181,7,1,10,26.99
446,182,1,2,0,79.98
447,182,12,1,0,18.99
448,183,17,1,15,29.74
449,183,12,2,0,37.98
450,183,20,2,15,33.98
451,183,18,3,0,44.97
452,184,4,2,0,49.98
453,185,9,2,0,45.98
454,185,13,1,20,63.99
455,185,23,1,0,129.99
456,186,13,3,10,215.97
457,186,20,1,0,19.99
458,186,2,2,10,107.98
459,187,11,1,0,26.99
460,187,2,3,0,179.97
461,188,12,1,20,15.19
462,189,9,1,0,22.99
463,189,24,2,0,35.98
464,190,1,1,10,35.99
465,190,2,1,0,59.99
466,191,18,2,0,29.98
467,192,18,1,15,12.74
468,192,5,2,0,299.98
469,192,4,2,0,49.98
470,192,15,1,0,64.99
471,193,14,3,0,299.97
472,193,24,1,15,15.29
473,194,2,1,0,59.99
474,195,20,2,0,39.98
475,195,21,2,0,65.98
476,195,8,1,10,80.99
477,196,16,3,15,114.72
478,196,23,1,0,129.99
479,197,17,2,10,62.98
480,197,9,3,0,68.97
481,198,9,3,0,68.97
482,198,3,3,0,59.97
483,198,7,1,0,29.99
484,198,5,1,0,149.99
485,199,4,2,0,49.98
486,199,1,2,0,79.98
487,199,16,1,0,44.99
488,199,2,3,0,179.97
489,200,15,2,0,129.98
490,200,2,2,0,119.98
491,200,8,3,0,269.97
492,200,7,3,10,80.97
493,201,9,1,0,22.99
494,201,19,3,0,83.97
495,201,7,2,10,53.98
496,202,18,3,10,40.47
497,202,15,3,0,194.97
498,202,14,2,0,199.98
499,203,9,3,20,55.18
500,204,11,1,10,24.29
501,204,19,2,0,55.98
502,204,13,2,10,143.98
503,205,4,2,0,49.98
504,206,15,2,0,129.98
505,206,1,1,20,31.99
506,207,14,3,20,239.98
507,207,2,2,15,101.98
508,208,15,1,0,64.99
509,209,8,1,0,89.99
510,209,21,3,10,89.07
511,210,6,3,0,104.97
512,211,18,3,0,44.97
513,212,1,3,10,107.97
514,212,22,3,0,65.97
515,212,12,1,0,18.99
516,213,7,3,0,89.97
517,213,11,3,0,80.97
518,214,5,3,10,404.97
519,214,1,2,20,63.98
520,214,11,3,0,80.97
521,215,2,3,0,179.97
522,215,10,3,0,134.97
523,215,5,2,0,299.98
524,216,7,1,10,26.99
525,216,13,1,0,79.99
526,216,19,3,0,83.97
527,217,18,1,10,13.49
528,217,24,3,0,53.97
529,217,4,2,0,49.98
530,217,17,1,15,29.74
531,218,8,3,20,215.98
532,218,15,3,0,194.97
533,218,11,3,20,64.78
534,219,18,2,10,26.98
535,219,17,3,0,104.97
536,219,3,2,0,39.98
537,220,18,2,10,26.98
538,220,8,3,0,269.97
539,221,11,2,0,53.98
540,221,4,1,0,24.99
541,221,3,3,15,50.97
542,222,1,2,10,71.98
543,222,6,3,20,83.98
544,222,4,3,0,74.97
545,222,14,1,15,84.99
546,223,5,3,15,382.47
547,224,5,3,0,449.97
548,224,13,2,0,159.98
549,224,23,2,0,259.98
550,225,15,2,10,116.98
551,225,14,2,0,199.98
552,225,21,2,10,59.38
553,226,5,1,0,149.99
554,227,13,3,10,215.97
555,227,11,2,20,43.18
556,227,15,1,0,64.99
557,227,6,2,0,69.98
558,228,10,1,0,44.99
559,228,11,3,15,68.82
560,228,13,3,0,239.97
561,228,6,3,0,104.97
562,229,6,2,0,69.98
563,229,4,1,15,21.24
564,229,10,2,20,71.98
565,230,8,3,0,269.97
566,231,1,1,20,31.99
567,231,20,3,0,59.97
568,232,12,1,0,18.99
569,233,17,1,10,31.49
570,233,5,1,0,149.99
571,233,15,2,0,129.98
572,233,10,1,15,38.24
573,234,12,1,10,17.09
574,235,6,2,0,69.98
575,235,17,3,0,104.97
576,235,11,1,10,24.29
577,236,14,1,20,79.99
578,237,21,3,0,98.97
579,238,22,2,0,43.98
580,238,7,2,15,50.98
581,239,7,1,20,23.99
582,239,21,3,10,89.07
583,240,18,1,0,14.99
584,240,20,3,0,59.97
585,240,7,2,10,53.98
586,240,23,1,10,116.99
587,241,10,2,10,80.98
588,241,8,2,10,161.98
589,242,10,2,0,89.98
590,242,4,3,0,74.97
591,242,8,1,0,89.99
592,242,14,2,10,179.98
593,243,16,1,0,44.99
594,243,20,2,0,39.98
595,243,14,2,0,199.98
596,243,22,2,0,43.98
597,244,14,2,0,199.98
598,244,13,1,0,79.99
599,244,9,1,0,22.99
600,244,2,2,0,119.98
601,245,20,3,0,59.97
602,246,13,1,10,71.99
603,247,21,1,0,32.99
604,248,18,3,0,44.97
605,248,13,1,20,63.99
606,249,1,1,10,35.99
607,249,2,3,0,179.97
608,250,6,2,0,69.98
609,251,2,3,0,179.97
610,251,9,2,10,41.38
611,252,3,3,10,53.97
612,252,17,2,0,69.98
613,252,24,3,15,45.87
614,253,7,2,0,59.98
615,253,20,1,0,19.99
616,253,10,2,0,89.98
617,253,11,2,20,43.18
618,254,14,2,0,199.98
619,254,3,2,0,39.98
620,254,8,3,0,269.97
621,255,24,3,0,53.97
622,255,13,1,0,79.99
623,255,12,1,0,18.99
624,255,18,1,0,14.99
625,256,11,1,0,26.99
626,256,5,1,0,149.99
627,256,21,2,0,65.98
628,257,17,1,10,31.49
629,257,24,2,0,35.98
630,257,19,3,0,83.97
631,257,8,1,0,89.99
632,258,1,3,10,107.97
633,258,9,3,0,68.97
634,258,23,3,0,389.97
635,258,7,2,10,53.98
636,259,13,1,10,71.99
637,260,7,1,0,29.99
638,260,15,2,0,129.98
639,261,5,2,0,299.98
640,261,24,1,0,17.99
641,261,18,2,10,26.98
642,261,14,3,0,299.97
643,262,19,1,0,27.99
644,262,21,3,0,98.97
645,262,6,3,20,83.98
646,263,15,3,20,155.98
647,263,7,1,0,29.99
648,263,11,3,15,68.82
649,263,24,1,0,17.99
650,264,1,2,10,71.98
651,265,11,2,0,53.98
652,265,4,1,0,24.99
653,265,2,3,15,152.97
654,265,20,2,10,35.98
655,266,19,3,10,75.57
656,266,24,2,0,35.98
657,266,10,3,10,121.47
658,266,12,1,0,18.99
659,267,9,1,0,22.99
660,267,19,3,0,83.97
661,268,24,2,0,35.98
662,268,20,1,10,17.99
663,268,22,1,0,21.99
664,269,6,1,0,34.99
665,269,16,1,0,44.99
666,270,10,1,0,44.99
667,270,17,2,10,62.98
668,270,4,3,0,74.97
669,271,17,1,20,27.99
670,271,3,3,15,50.97
671,271,20,3,0,59.97
672,272,22,2,10,39.58
673,272,4,1,0,24.99
674,272,18,2,15,25.48
675,273,7,2,0,59.98
676,273,20,3,20,47.98
677,273,18,1,0,14.99
678,273,13,3,0,239.97
679,274,12,2,0,37.98
680,275,21,2,10,59.38
681,276,9,3,15,58.62
682,276,21,3,20,79.18
683,276,2,3,10,161.97
684,277,2,2,0,119.98
685,278,5,2,15,254.98
686,278,3,1,0,19.99
687,279,7,3,0,89.97
688,279,21,3,15,84.12
689,279,20,2,15,33.98
690,280,17,2,0,69.98
691,280,1,3,10,107.97
692,280,22,1,0,21.99
693,281,15,2,10,116.98
694,281,2,3,0,179.97
695,282,10,2,0,89.98
696,283,19,2,0,55.98
697,284,6,2,0,69.98
698,285,7,3,0,89.97
699,286,10,3,20,107.98
700,286,22,1,10,19.79
701,287,13,3,0,239.97
702,288,14,2,15,169.98
703,288,8,1,20,71.99
704,288,7,2,10,53.98
705,289,19,3,0,83.97
706,289,12,3,10,51.27
707,289,21,1,0,32.99
708,290,23,2,10,233.98
709,290,14,3,10,269.97
710,291,3,2,0,39.98
711,291,17,2,0,69.98
712,291,7,1,0,29.99
713,292,15,2,0,129.98
714,292,19,2,10,50.38
715,293,21,2,15,56.08
716,294,11,2,0,53.98
717,294,21,2,0,65.98
718,294,4,1,0,24.99
719,294,6,3,0,104.97
720,295,16,2,10,80.98
721,295,8,2,10,161.98
722,295,9,2,0,45.98
723,295,24,1,10,16.19
724,296,19,1,0,27.99
725,296,13,2,15,135.98
726,296,1,3,20,95.98
727,297,5,2,10,269.98
728,297,22,1,20,17.59
729,298,12,2,0,37.98
730,298,15,1,10,58.49
731,299,10,1,15,38.24
732,299,3,2,0,39.98
733,299,6,1,0,34.99
734,300,1,2,0,79.98
735,300,16,3,10,121.47
736,300,6,3,0,104.97
737,301,23,1,0,129.99
738,301,8,1,0,89.99
739,301,4,2,15,42.48
740,301,13,3,10,215.97
741,302,12,2,10,34.18
742,303,8,2,0,179.98
743,303,12,1,10,17.09
744,304,21,1,0,32.99
745,305,14,2,10,179.98
746,305,3,2,0,39.98
747,305,11,2,0,53.98
748,306,14,3,0,299.97
749,306,6,1,0,34.99
750,306,13,1,0,79.99
751,307,1,3,0,119.97
752,307,6,3,0,104.97
753,307,11,2,10,48.58
754,307,5,3,0,449.97
755,308,9,3,15,58.62
756,308,24,2,0,35.98
757,308,21,2,10,59.38
758,308,4,3,20,59.98
759,309,18,1,0,14.99
760,309,13,3,0,239.97
761,309,22,1,0,21.99
762,309,3,3,10,53.97
763,310,10,2,0,89.98
764,310,2,3,10,161.97
765,310,4,2,0,49.98
766,310,16,3,0,134.97
767,311,1,3,0,119.97
768,311,15,1,0,64.99
769,311,11,1,0,26.99
770,311,10,2,0,89.98
771,312,24,3,0,53.97
772,312,5,2,0,299.98
773,313,2,1,0,59.99
774,313,3,3,10,53.97
775,313,11,1,0,26.99
776,313,12,3,0,56.97
777,314,13,2,10,143.98
778,314,1,3,15,101.97
779,314,6,2,20,55.98
780,314,24,1,0,17.99
781,315,23,2,0,259.98
782,315,2,1,10,53.99
783,316,9,3,0,68.97
784,316,17,2,20,55.98
785,317,14,1,0,99.99
786,318,9,3,0,68.97
787,318,15,1,0,64.99
788,318,20,3,0,59.97
789,319,19,2,0,55.98
790,319,14,2,20,159.98
791,319,21,1,0,32.99
792,319,20,2,0,39.98
793,320,7,3,0,89.97
794,320,18,2,0,29.98
795,320,23,3,20,311.98
796,320,6,3,0,104.97
797,321,10,3,0,134.97
798,321,11,1,10,24.29
799,321,15,1,10,58.49
800,322,10,3,10,121.47
801,323,13,1,0,79.99
802,323,20,1,0,19.99
803,324,6,2,0,69.98
804,324,24,2,10,32.38
805,325,11,1,10,24.29
806,325,12,3,20,45.58
807,325,21,3,0,98.97
808,326,13,2,0,159.98
809,326,16,2,0,89.98
810,327,15,3,20,155.98
811,327,21,2,0,65.98
812,327,6,2,20,55.98
813,328,5,3,0,449.97
814,328,20,1,0,19.99
815,329,11,3,0,80.97
816,330,12,1,10,17.09
817,331,18,2,0,29.98
818,331,17,1,0,34.99
819,331,7,3,20,71.98
820,331,6,2,0,69.98
821,332,19,2,0,55.98
822,332,15,3,0,194.97
823,333,17,2,15,59.48
824,333,21,1,0,32.99
825,333,4,3,20,59.98
826,333,20,1,10,17.99
827,334,13,3,0,239.97
828,334,3,3,10,53.97
829,334,14,3,20,239.98
830,334,9,3,0,68.97
831,335,10,2,15,76.48
832,336,14,3,10,269.97
833,336,4,1,10,22.49
834,336,5,2,0,299.98
835,336,9,2,0,45.98
836,337,21,2,15,56.08
837,337,23,2,10,233.98
838,337,3,2,0,39.98
839,338,19,1,10,25.19
840,338,9,1,0,22.99
841,338,20,1,0,19.99
842,339,10,3,10,121.47
843,339,23,2,10,233.98
844,339,6,3,0,104.97
845,340,5,2,15,254.98
846,340,20,2,10,35.98
847,341,5,2,0,299.98
848,341,19,3,10,75.57
849,341,1,3,0,119.97
850,342,21,3,0,98.97
851,342,5,2,0,299.98
852,342,19,2,10,50.38
853,343,1,1,0,39.99
854,343,22,1,0,21.99
855,343,3,3,10,53.97
856,343,11,1,10,24.29
857,344,24,3,15,45.87
858,345,13,3,0,239.97
859,346,18,1,0,14.99
860,346,24,3,0,53.97
861,346,3,2,10,35.98
862,347,8,3,0,269.97
863,347,23,1,20,103.99
864,348,24,1,10,16.19
865,349,17,1,0,34.99
866,349,10,1,0,44.99
867,350,18,1,0,14.99
868,351,4,1,0,24.99
869,351,15,3,0,194.97
870,351,3,2,0,39.98
871,351,16,1,0,44.99
872,352,21,2,20,52.78
873,352,7,2,10,53.98
874,352,19,3,0,83.97
875,352,20,3,0,59.97
876,353,21,3,0,98.97
877,353,10,2,10,80.98
878,353,9,3,0,68.97
879,354,1,2,0,79.98
880,354,11,1,10,24.29
881,354,17,3,0,104.97
882,354,16,2,0,89.98
883,355,7,1,0,29.99
884,355,4,3,0,74.97
885,356,20,3,0,59.97
886,356,7,1,0,29.99
887,356,19,2,10,50.38
888,357,11,2,10,48.58
889,357,17,2,10,62.98
890,358,16,1,0,44.99
891,358,10,3,0,134.97
892,358,12,3,0,56.97
893,359,14,2,0,199.98
894,359,1,1,20,31.99
895,359,13,2,0,159.98
896,359,2,3,0,179.97
897,360,12,2,10,34.18
898,360,1,2,0,79.98
899,360,11,3,0,80.97
900,361,9,1,0,22.99
901,361,4,2,20,39.98
902,361,3,3,0,59.97
903,361,8,1,10,80.99
904,362,8,2,0,179.98
905,362,9,1,10,20.69
906,362,20,2,0,39.98
907,362,19,2,20,44.78
908,363,11,3,0,80.97
909,364,19,1,0,27.99
910,364,7,2,0,59.98
911,364,18,3,0,44.97
912,365,23,3,10,350.97
913,366,24,2,0,35.98
914,366,7,2,0,59.98
915,366,6,3,20,83.98
916,366,11,2,0,53.98
917,367,14,3,0,299.97
918,367,13,3,0,239.97
919,367,16,3,0,134.97
920,367,2,1,20,47.99
921,368,19,1,10,25.19
922,368,11,3,0,80.97
923,368,21,3,10,89.07
924,369,19,2,10,50.38
925,370,9,3,0,68.97
926,370,15,1,10,58.49
927,370,24,2,0,35.98
928,370,5,3,10,404.97
929,371,19,2,0,55.98
930,371,10,1,0,44.99
931,371,1,1,0,39.99
932,371,20,1,0,19.99
933,372,19,3,15,71.37
934,372,12,1,0,18.99
935,373,4,3,10,67.47
936,373,1,1,10,35.99
937,374,11,2,20,43.18
938,375,9,1,0,22.99
939,375,8,2,0,179.98
940,375,7,2,0,59.98
941,375,12,3,15,48.42
942,376,13,1,20,63.99
943,376,7,3,20,71.98
944,376,19,3,0,83.97
945,376,4,1,10,22.49
946,377,24,1,0,17.99
947,377,11,1,10,24.29
948,377,14,2,0,199.98
949,378,14,2,20,159.98
950,378,13,1,0,79.99
951,378,4,3,0,74.97
952,378,12,3,0,56.97
953,379,24,1,0,17.99
954,379,21,1,0,32.99
955,379,11,1,0,26.99
956,380,2,3,0,179.97
957,380,20,3,0,59.97
958,380,7,1,0,29.99
959,380,24,1,20,14.39
960,381,12,1,0,18.99
961,381,4,1,0,24.99
962,382,20,1,0,19.99
963,382,11,2,0,53.98
964,382,1,1,20,31.99
965,383,6,1,0,34.99
966,383,4,1,0,24.99
967,384,14,3,15,254.97
968,384,18,1,0,14.99
969,384,15,2,15,110.48
970,384,5,2,0,299.98
971,385,16,2,10,80.98
972,386,8,1,15,76.49
973,386,17,1,0,34.99
974,387,10,1,0,44.99
975,387,20,3,10,53.97
976,387,4,2,10,44.98
977,387,8,2,10,161.98
978,388,14,1,0,99.99
979,388,12,1,10,17.09
980,388,22,2,10,39.58
981,389,1,3,0,119.97
982,389,5,1,0,149.99
983,390,12,2,0,37.98
984,390,7,1,0,29.99
985,390,21,2,0,65.98
986,390,19,1,10,25.19
987,391,11,2,15,45.88
988,391,6,2,10,62.98
989,391,9,2,10,41.38
990,392,3,3,0,59.97
991,392,12,3,0,56.97
992,392,14,1,20,79.99
993,393,5,2,0,299.98
994,393,12,1,20,15.19
995,393,10,3,0,134.97
996,394,1,3,10,107.97
